2018-12-13 09:34:41,933 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0011
2018-12-13 09:34:44,720 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49324
2018-12-13 09:34:44,726 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49324
2018-12-13 09:34:44,753 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0014 with negotiated timeout 20000 for client /127.0.0.1:49324
2018-12-13 09:34:44,779 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0014
2018-12-13 09:34:44,794 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49324 which had sessionid 0x100001439ac0014
2018-12-13 09:34:44,802 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49326
2018-12-13 09:34:44,805 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49326
2018-12-13 09:34:44,809 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0015 with negotiated timeout 20000 for client /127.0.0.1:49326
2018-12-13 09:34:59,934 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x100001439ac0013, timeout of 20000ms exceeded
2018-12-13 09:34:59,934 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0013
2018-12-13 09:35:00,390 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100001439ac0015, likely client has closed socket
2018-12-13 09:35:00,391 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49326 which had sessionid 0x100001439ac0015
2018-12-13 09:35:06,927 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49346
2018-12-13 09:35:06,931 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49346
2018-12-13 09:35:06,954 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0016 with negotiated timeout 20000 for client /127.0.0.1:49346
2018-12-13 09:35:06,977 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0016
2018-12-13 09:35:06,989 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49346 which had sessionid 0x100001439ac0016
2018-12-13 09:35:06,999 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49348
2018-12-13 09:35:06,999 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49348
2018-12-13 09:35:07,010 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0017 with negotiated timeout 20000 for client /127.0.0.1:49348
2018-12-13 09:35:11,199 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100001439ac0017, likely client has closed socket
2018-12-13 09:35:11,200 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49348 which had sessionid 0x100001439ac0017
2018-12-13 09:35:19,276 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49352
2018-12-13 09:35:19,280 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49352
2018-12-13 09:35:19,288 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0018 with negotiated timeout 20000 for client /127.0.0.1:49352
2018-12-13 09:35:19,318 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0018
2018-12-13 09:35:19,321 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49352 which had sessionid 0x100001439ac0018
